Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

UserName is = raazesh.sainudiin
Total number of rows output = 20904
Number of rows remaining in subscription = 1968948
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
// Raaz's Modification of the Text File
// With vi I removed time stamps ":0800" and ":0900" 
// of the daily measurements that interrupted Matlab simple dlmread
// by substitution command ":%s/:0900//g" and ":%s/:0800//g"
// Replaced missing data character '-' with 'NaN' by ":%s/-/NaN/g" in vi
// Replaced 'NaN[0-9]' by '-[0-9]' to leave minus signs alone 
// Removed the last column of "D" for "by definition i.e. grid points"
// using ':%s/,D//g'
// also moved this block from the bottom of file to here.  
// Raaz, 
// Sun 27 Mar 2011 19:26:37 NZDT

Max_min: Daily
Stationate(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4843,19700207,32.6,24,22.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700208,26.3,24,7.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700209,14.7,24,7.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700210,16.7,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700211,18.7,24,10.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700212,19.1,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700213,19.4,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700214,20.2,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700215,15.1,24,10.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700216,17.8,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700217,18.8,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700218,19.9,24,11.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700219,20.1,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700220,27.9,24,12.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700221,26.4,24,19.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700222,30.0,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700223,23.8,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700224,21.4,24,13.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700225,24.2,24,13.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700226,17.2,24,12.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700227,22.4,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700228,20.0,24,14.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700301,30.1,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700302,16.4,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700303,19.9,24,9.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700304,20.5,24,9.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700305,23.3,24,14.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700306,20.1,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700307,27.2,24,13.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700308,15.6,24,13.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700309,17.2,24,14.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700310,18.4,24,15.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700311,24.1,24,15.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700312,19.9,24,15.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700313,21.4,24,13.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700314,29.6,24,15.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700315,16.1,24,8.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700316,13.3,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700317,12.9,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700318,15.0,24,7.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700319,15.6,24,11.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700320,19.0,24,11.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700321,18.1,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700322,12.3,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700323,15.2,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700324,16.2,24,10.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700325,16.9,24,12.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700326,20.2,24,13.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700327,17.1,24,11.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700328,20.5,24,12.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700329,19.9,24,13.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700330,22.3,24,15.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700331,24.8,24,12.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700401,17.8,24,9.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700402,14.9,24,5.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700403,14.7,24,10.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700404,17.7,24,14.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700405,18.8,24,9.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700406,19.4,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700407,20.1,24,8.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700408,18.3,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700409,15.6,24,4.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700410,17.1,24,2.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700411,20.7,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700412,21.7,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700413,18.5,24,9.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700414,25.4,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700415,18.8,24,5.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700416,21.9,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700417,23.0,24,6.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700418,21.2,24,8.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700419,24.9,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700420,15.8,24,3.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700421,13.3,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700422,14.5,24,2.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700423,17.8,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700424,21.2,24,7.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700425,20.9,24,13.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700426,21.2,24,14.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700427,16.3,24,8.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700428,15.2,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700429,16.4,24,7.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700430,16.5,24,10.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700501,14.3,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700502,13.9,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700503,13.8,24,7.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700504,11.0,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700505,12.0,24,1.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700506,12.2,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700507,12.2,24,7.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700508,13.3,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700509,11.2,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700510,12.9,24,6.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700511,9.5,24,3.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700512,9.3,24,-0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700513,12.3,24,0.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700514,17.5,24,2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700515,15.3,24,3.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700516,13.7,24,4.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700517,13.3,24,6.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700518,15.2,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700519,15.7,24,2.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700520,11.1,24,4.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700521,11.6,24,2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700522,13.3,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700523,11.0,24,1.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700524,10.1,24,2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700525,10.4,24,2.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700526,11.2,24,2.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700527,9.4,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700528,8.4,24,-2.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700529,9.4,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700530,12.1,24,-3.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700531,10.5,24,-2.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700601,12.2,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700602,13.2,24,1.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700603,11.4,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700604,15.6,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700605,17.3,24,5.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700606,12.1,24,6.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700607,9.1,24,0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700608,11.6,24,-1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700609,10.1,24,-0.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700610,9.6,24,-1.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700611,9.1,24,-2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700612,10.2,24,-0.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700613,12.2,24,2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700614,10.7,24,-0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700615,10.1,24,2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700616,14.1,24,2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700617,16.6,24,2.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700618,7.9,24,5.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700619,8.7,24,5.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700620,9.3,24,3.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700621,9.9,24,-0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700622,11.8,24,-0.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700623,10.6,24,0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700624,11.2,24,3.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700625,13.5,24,-0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700626,15.5,24,0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700627,17.1,24,0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700628,11.0,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700629,11.8,24,4.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700630,12.3,24,7.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700701,9.9,24,-0.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700702,9.4,24,2.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700703,14.8,24,3.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700704,8.0,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700705,8.3,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700706,10.7,24,-0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700707,12.7,24,-0.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700708,9.9,24,-1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700709,13.5,24,-0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700710,12.1,24,0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700711,15.9,24,2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700712,15.0,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700713,10.3,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700714,8.3,24,5.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700715,7.8,24,1.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700716,8.9,24,1.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700717,10.0,24,-3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700718,9.7,24,-2.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700719,14.9,24,0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700720,18.0,24,5.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700721,17.6,24,3.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700722,11.4,24,-0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700723,11.9,24,0.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700724,14.7,24,-1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700725,12.4,24,1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700726,14.7,24,2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700727,18.6,24,2.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700728,15.0,24,2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700729,7.8,24,1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700730,12.1,24,1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700731,10.0,24,-2.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700801,12.2,24,-0.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700802,14.7,24,1.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700803,17.2,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700804,18.2,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700805,18.4,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700806,9.6,24,6.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700807,9.1,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700808,9.4,24,-0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700809,11.7,24,-1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700810,12.2,24,-1.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700811,12.3,24,-1.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700812,14.3,24,-0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700813,12.9,24,1.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700814,15.3,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700815,12.6,24,0.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700816,11.1,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700817,10.1,24,-1.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700818,9.8,24,2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700819,11.4,24,4.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700820,8.8,24,6.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700821,11.7,24,7.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700822,11.9,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700823,11.0,24,2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700824,7.6,24,2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700825,9.0,24,-2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700826,10.9,24,-0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700827,13.9,24,1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700828,20.1,24,4.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700829,22.2,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700830,19.0,24,6.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700831,22.8,24,13.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700901,16.8,24,7.8,24,NaN,NaN,NaN,NaN,NaN
4843,19700902,12.2,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700903,11.6,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700904,10.4,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700905,12.1,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700906,20.3,24,10.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700907,19.4,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700908,19.0,24,7.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700909,18.8,24,5.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700910,18.0,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700911,24.3,24,11.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700912,19.4,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700913,14.6,24,2.0,24,NaN,NaN,NaN,NaN,NaN
4843,19700914,14.3,24,4.5,24,NaN,NaN,NaN,NaN,NaN
4843,19700915,19.5,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700916,12.7,24,8.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700917,20.9,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19700918,11.5,24,5.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700919,17.2,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700920,19.8,24,3.3,24,NaN,NaN,NaN,NaN,NaN
4843,19700921,9.5,24,-1.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700922,12.9,24,-0.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700923,14.2,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19700924,17.8,24,9.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700925,16.2,24,2.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700926,9.6,24,3.1,24,NaN,NaN,NaN,NaN,NaN
4843,19700927,8.3,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19700928,15.4,24,2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19700929,13.9,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19700930,10.7,24,6.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701001,9.9,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701002,13.9,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701003,12.2,24,7.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701004,14.4,24,8.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701005,15.8,24,6.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701006,14.9,24,6.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701007,22.1,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19701008,20.5,24,5.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701009,20.3,24,8.6,24,NaN,NaN,NaN,NaN,NaN
4843,19701010,15.7,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701011,12.8,24,0.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701012,18.6,24,1.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701013,12.6,24,3.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701014,19.7,24,7.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701015,16.3,24,9.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701016,23.4,24,6.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701017,11.5,24,5.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701018,11.1,24,0.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701019,18.3,24,6.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701020,15.2,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701021,14.8,24,8.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701022,18.6,24,10.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701023,21.0,24,8.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701024,23.7,24,12.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701025,20.4,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701026,16.5,24,8.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701027,15.2,24,10.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701028,14.8,24,11.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701029,15.4,24,11.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701030,17.3,24,9.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701031,23.1,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701101,16.0,24,10.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701102,18.4,24,6.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701103,23.5,24,10.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701104,18.6,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701105,11.6,24,7.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701106,11.8,24,7.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701107,14.8,24,7.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701108,17.4,24,9.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701109,16.4,24,9.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701110,16.7,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701111,19.0,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701112,22.6,24,11.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701113,16.6,24,6.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701114,13.9,24,9.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701115,29.0,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701116,19.2,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701117,16.6,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701118,24.2,24,16.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701119,22.7,24,12.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701120,23.9,24,6.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701121,12.5,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701122,14.9,24,4.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701123,15.3,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701124,18.4,24,11.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701125,16.5,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701126,18.3,24,9.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701127,22.4,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701128,23.7,24,10.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701129,26.1,24,12.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701130,22.3,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701201,28.7,24,12.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701202,28.2,24,17.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701203,25.6,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19701204,25.7,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701205,20.0,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701206,32.0,24,16.6,24,NaN,NaN,NaN,NaN,NaN
4843,19701207,28.1,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701208,23.1,24,7.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701209,19.0,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701210,14.4,24,5.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701211,17.0,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701212,19.2,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701213,17.2,24,10.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701214,23.2,24,14.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701215,16.5,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701216,15.1,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701217,17.8,24,12.5,24,NaN,NaN,NaN,NaN,NaN
4843,19701218,16.2,24,11.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701219,15.5,24,9.7,24,NaN,NaN,NaN,NaN,NaN
4843,19701220,15.2,24,12.4,24,NaN,NaN,NaN,NaN,NaN
4843,19701221,16.1,24,9.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701222,19.1,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19701223,28.6,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19701224,18.7,24,14.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701225,28.4,24,18.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701226,23.3,24,7.9,24,NaN,NaN,NaN,NaN,NaN
4843,19701227,19.0,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19701228,23.3,24,13.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701229,20.2,24,14.1,24,NaN,NaN,NaN,NaN,NaN
4843,19701230,21.1,24,13.0,24,NaN,NaN,NaN,NaN,NaN
4843,19701231,24.4,24,14.3,24,NaN,NaN,NaN,NaN,NaN
4843,19710101,23.7,24,12.9,24,NaN,NaN,NaN,NaN,NaN
4843,19710102,15.2,24,12.9,24,NaN,NaN,NaN,NaN,NaN
4843,19710103,18.6,24,14.2,24,NaN,NaN,NaN,NaN,NaN
4843,19710104,23.4,24,14.6,24,NaN,NaN,NaN,NaN,NaN
4843,19710105,14.8,24,8.6,24,NaN,NaN,NaN,NaN,NaN
4843,19710106,14.9,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19710107,14.4,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19710108,15.7,24,12.6,24,NaN,NaN,NaN,NaN,NaN
4843,19710109,20.2,24,14.1,24,NaN,NaN,NaN,NaN,NaN
4843,19710110,19.5,24,13.7,24,NaN,NaN,NaN,NaN,NaN
4843,19710111,28.7,24,12.5,24,NaN,NaN,NaN,NaN,NaN
4843,19710112,15.8,24,10.4,24,NaN,NaN,NaN,NaN,NaN
